团购名称,旅行内容,已购人数,旅游ID,价格/1人,团购网址,注意事项,目的地景点,去的方式,回来的方式,团购公司,团购发布来源,住宿条件,浏览的总个数
大理 6天5夜 跟团游,高品纯玩?去有风的地方！大理丽江?临海客栈『网红小马车の赠专业摄影师航拍/旅拍』 洱海圣托里尼+蓝月谷+ 喜洲海舌S湾+机票,160,356021884,3897,https://touch.dujia.qunar.com/p/item/356021884?date=2023-12-27&amp;tuId=PID356021884G3359877814&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"昆明,丽江,丽江古城,大理,大理古城,大理市,滇池,西山森林公园,洱海,喜洲,海舌生态公园,玉龙雪山,蓝月谷,丽江古城,楚雄市",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚经济型住宿; 3晚舒适型住宿,全程游览16个景点
大理 8天7夜 跟团游,“C位”云南?昆大丽版8日全程一店0自费?升动车丨一线海景の养生温泉酒店丨洱海双廊+雪山登顶+原始森林公园+野象谷+机票,2,1561631066,3767,https://touch.dujia.qunar.com/p/item/1561631066?date=2023-12-12&amp;tuId=PID1561631066G4287213277&amp;order_source=tts_tuan,建议至少在前2天的16:30分前预订,"丽江,云南,大理,昆明,玉龙雪山,印象丽江,蓝月谷,冰川公园,甘海子,石林,阿诗玛化身石,大理古城,洋人街,洱海游船,双廊,丽江古城,四方街,洱海,洱海,丽江古城,四方街,西双版纳,野象谷,西双版纳原始森林公园,丽江千古情,南诏风情岛",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚舒适型住宿; 5晚高档型住宿,全程游览28个景点
大理 6天5夜 跟团游,全程五星?温德姆丨一价全含大理丽江豪华游丨多人立减+洱海雪山丨送版纳/泸沽湖+机票,3,3493577725,2910,https://touch.dujia.qunar.com/p/item/3493577725?date=2023-12-09&amp;tuId=PID3493577725G3153841360&amp;order_source=tts_tuan,建议至少在前2天的18:59分前预订,"昆明,丽江,楚雄,石林,阿诗玛化身石,洱海,洱海游船,双廊,南诏风情岛,大理,大理古城,洋人街,丽江古城,四方街,黑龙潭,丽江千古情,玉龙雪山,蓝月谷,冰川公园,云南,丽水金沙,甘海子",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,3晚高档型住宿; 2晚豪华型住宿,全程游览20个景点
大理 6天5夜 跟团游,云南昆明+大理+丽江6日5晚丨0自费【国五温德姆+错峰特惠儿童免单+赠西双版纳/香格里拉】雪山登顶+吉普旅拍+洱海游船+机票,3,356289496,2922,https://touch.dujia.qunar.com/p/item/356289496?date=2023-12-09&amp;tuId=PID356289496G1594719003&amp;order_source=tts_tuan,建议至少在前2天的17:59分前预订,"丽江,云南,昆明,大理,石林,阿诗玛化身石,大理古城,洋人街,洱海,洱海游船,玉龙雪山,冰川公园,蓝月谷,白水河,甘海子,丽江古城,四方街,丽水金沙,楚雄,楚雄市,洋人街,印象丽江,大理五华楼,印象丽江,冰川公园",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚高档型住宿; 3晚豪华型住宿,空
大理 6天5夜 跟团游,高品纯玩?去有风的地方！大理丽江?临海客栈『网红小马车の赠专业摄影师航拍/旅拍』 洱海圣托里尼+蓝月谷+ 喜洲海舌S湾+机票,160,356021884,3897,https://touch.dujia.qunar.com/p/item/356021884?date=2023-12-27&amp;tuId=PID356021884G3359877814&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"昆明,丽江,丽江古城,大理,大理古城,大理市,滇池,西山森林公园,洱海,喜洲,海舌生态公园,玉龙雪山,蓝月谷,丽江古城,楚雄市",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚经济型住宿; 3晚舒适型住宿,全程游览16个景点
大理 8天7夜 跟团游,“C位”云南?昆大丽版8日全程一店0自费?升动车丨一线海景の养生温泉酒店丨洱海双廊+雪山登顶+原始森林公园+野象谷+机票,2,1561631066,3767,https://touch.dujia.qunar.com/p/item/1561631066?date=2023-12-12&amp;tuId=PID1561631066G4287213277&amp;order_source=tts_tuan,建议至少在前2天的16:30分前预订,"丽江,云南,大理,昆明,玉龙雪山,印象丽江,蓝月谷,冰川公园,甘海子,石林,阿诗玛化身石,大理古城,洋人街,洱海游船,双廊,丽江古城,四方街,洱海,洱海,丽江古城,四方街,西双版纳,野象谷,西双版纳原始森林公园,丽江千古情,南诏风情岛",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚舒适型住宿; 5晚高档型住宿,全程游览28个景点
大理 6天5夜 跟团游,全程五星?温德姆丨一价全含大理丽江豪华游丨多人立减+洱海雪山丨送版纳/泸沽湖+机票,3,3493577725,2910,https://touch.dujia.qunar.com/p/item/3493577725?date=2023-12-09&amp;tuId=PID3493577725G3153841360&amp;order_source=tts_tuan,建议至少在前2天的18:59分前预订,"昆明,丽江,楚雄,石林,阿诗玛化身石,洱海,洱海游船,双廊,南诏风情岛,大理,大理古城,洋人街,丽江古城,四方街,黑龙潭,丽江千古情,玉龙雪山,蓝月谷,冰川公园,云南,丽水金沙,甘海子",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,3晚高档型住宿; 2晚豪华型住宿,全程游览20个景点
大理 8天7夜 跟团游,玩遍云南?0强消昆大丽版3飞双动丨拒长途汽车+温泉+游船+吉普旅拍+雪山+野象谷+机票,0,292518052,2783,https://touch.dujia.qunar.com/p/item/292518052?date=2023-12-10&amp;tuId=PID292518052G2038447160&amp;order_source=tts_tuan,建议至少在前1天的15:30分前预订,"石林,大理古城,洋人街,洱海游船,南诏风情岛,双廊,玉龙雪山,冰川公园,蓝月谷,丽水金沙,丽江古城,四方街,束河,丽江三股水,拉市海湿地公园,傣族园,西双版纳原始森林公园,云南,昆明,大理,丽江,西双版纳,野象谷",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,3晚经济型住宿; 3晚舒适型住宿; 1晚高档型住宿,全程游览26个景点
昆明 8天7夜 跟团游,预谋已久的快乐?大理丽江版纳?纯玩小团【2晚5鉆+海景房+雪山观景客栈+温泉】私人游艇+雪山保证大索+野象谷丨星光夜市+机票,0,2478294826,6383,https://touch.dujia.qunar.com/p/item/2478294826?date=2023-12-09&amp;tuId=PID2478294826G3777806031&amp;order_source=tts_tuan,建议至少在前3天的23:59分前预订,"丽江,云南,大理,楚雄,楚雄市,昆明,洱海,洱海游船,玉龙雪山,玉龙雪山索道,蓝月谷,白水河,印象丽江,束河,安宁市,丽江古城,四方街,西双版纳,西双版纳原始森林公园,野象谷,星光夜市",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,1晚舒适型住宿; 4晚高档型住宿; 2晚豪华型住宿,全程游览25个景点
大理 10天9夜 跟团游,云南大理丽江版纳10日?泼水节狂欢特惠丨下单立减288丨高端酒店+洱海游船+吉普车旅拍+雪山登顶+野象谷+星光夜市+机票,0,1049956606,2563,https://touch.dujia.qunar.com/p/item/1049956606?date=2023-12-09&amp;tuId=PID1049956606G347749905&amp;order_source=tts_tuan,建议至少在前2天的22:30分前预订,"石林,大理古城,洋人街,洱海游船,双廊,玉龙雪山,冰川公园,蓝月谷,丽水金沙,丽江古城,四方街,束河,丽江,西双版纳,云南,昆明,大理,普洱,楚雄,阿诗玛化身石,西双版纳原始森林公园,勐泐大佛寺",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,2晚经济型住宿; 5晚舒适型住宿; 2晚高档型住宿,全程游览25个景点
大理 6天5夜 跟团游,藏地云南の昆明大理香格里拉6日丨温泉酒店+花海下午茶丨洱海吉普旅拍+虎跳峡+香格里拉大草原+西山龙门丨藏民土司盛宴+篝火+机票,32,165985888,2414,https://touch.dujia.qunar.com/p/item/165985888?date=2023-12-09&amp;tuId=PID165985888G3036048702&amp;order_source=tts_tuan,建议至少在前1天的17:59分前预订,"昆明,丽江,大理,楚雄,迪庆,海埂大坝,西山龙门,西山森林公园,滇池,大理古城,洋人街,洱海,丽江虎跳峡,香巴拉时轮坛城,独克宗古城,香格里拉",自理去,自理去,西双版纳云景旅行社有限公司,说走就走国际旅行网,4晚经济型住宿; 1晚舒适型住宿,全程游览18个景点
大理 6天5夜 跟团游,高端纯玩·暴款?一价全含【祭火大典の客栈Partyの花海围炉煮茶】洱海游船+圣托里尼+雪山石林+印象丽江丨昆大丽6日+机票,71,3341382806,3894,https://touch.dujia.qunar.com/p/item/3341382806?date=2023-12-09&amp;tuId=PID3341382806G1679670788&amp;order_source=tts_tuan,建议至少在前2天的17:59分前预订,"丽江,云南,昆明,大理,石林,阿诗玛化身石,大理古城,洋人街,洱海,洱海游船,玉龙雪山,冰川公园,蓝月谷,白水河,甘海子,雪山峡谷演艺公园,丽江古城,四方街,南诏风情岛",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,1晚舒适型住宿; 4晚高档型住宿,全程游览24个景点
大兴安岭 6天5夜 跟团游,?滑雪温泉住双雪乡?套餐可选5日/6日/7日0自费0购物长白山漠河+机票,118,265581350,3560,https://touch.dujia.qunar.com/p/item/265581350?date=2023-12-10&amp;tuId=PID265581350G45694603&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"亚布力,亚布力滑雪场度假区,哈尔滨,雪乡,圣索菲亚教堂,中央大街步行街,斯大林公园,防洪纪念塔,黑龙江,鄂温克驯鹿园,亚布力冰雪欢乐谷,大秃顶子山",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,1晚经济型住宿; 2晚经济型住宿; 2晚高档型住宿,全程游览21个景点
哈尔滨 5天4夜 跟团游,钜惠雪乡5+N日?别墅酒店+童话雪乡火炕?无人机航拍?滑雪冰雪大作战+机票,118,259732689,3336,https://touch.dujia.qunar.com/p/item/259732689?date=2023-12-10&amp;tuId=PID259732689G2018387931&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"亚布力滑雪场度假区,雪乡,圣索菲亚教堂,中央大街步行街,斯大林公园,防洪纪念塔,哈尔滨,亚布力",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,2晚经济型住宿; 1晚舒适型住宿; 1晚高档型住宿,全程游览15个景点
哈尔滨 6天5夜 跟团游,0自费0购物保姆车6日?喜来登酒店-雪地摩托滑雪马拉爬犁狗熊岭小火车二人转+机票,118,2989067025,5230,https://touch.dujia.qunar.com/p/item/2989067025?date=2023-12-10&amp;tuId=PID2989067025G3844458610&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"哈尔滨,黑龙江,雪乡,亚布力,圣索菲亚教堂,防洪纪念塔,牡丹江,亚布力新体委滑雪场,中央大街步行街,亚布力滑雪场度假区,亚布力新体委滑雪场",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,1晚经济型住宿; 1晚舒适型住宿; 2晚高档型住宿; 1晚豪华型住宿,全程游览20个景点
大兴安岭 7天6夜 跟团游,1单1团东北7日|越野车-漠河圣诞滑雪场滑雪-北极村星空-雪乡雪地摩托+机票,4,3486072034,6866,https://touch.dujia.qunar.com/p/item/3486072034?date=2023-12-14&amp;tuId=PID3486072034G3463519888&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"黑龙江,牡丹江,哈尔滨,漠河,漠河火灾纪念馆,黑龙江第一湾,北红村,北极村,北极村村碑,北陲哨所,北极沙洲,神州北极广场,松苑公园,北极星广场,雪乡,中央大街步行街,圣索菲亚教堂,防洪纪念塔",自理去,自理去,北京乐橙国际旅行社有限公司,乐橙国际官方旗舰店,3晚经济型住宿; 1晚舒适型住宿,全程游览32个景点
张家界 5天4夜 跟团游,8人小团?纯玩0购物丨3晚五钻酒店+古城内江景房丨张家界森林公园+天门山+玻璃桥+芙蓉镇凤凰5日丨赠航拍视频+苗服体验+机票,34,1431934536,3054,https://touch.dujia.qunar.com/p/item/1431934536?date=2024-01-13&amp;tuId=PID1431934536G609151365&amp;order_source=tts_tuan,建议至少在前1天的21:59分前预订,"张家界,张家界国家森林公园,袁家界,天下第一桥,天子山,御笔峰,西海绝景,凤凰古城,万名塔,沱江跳岩,王村芙蓉镇,天门山,天门山索道,天门山玻璃栈道,天门洞,鬼谷栈道,乾坤柱,贺龙公园,武陵源风景名胜区,百龙电梯,十里画廊,水绕四门,天子阁,黄石寨,湘西",汽车去,汽车去,湖南省凌远国际旅行社有限公司,凌远国旅官方旗舰店,1晚高档型住宿; 3晚豪华型住宿,全程游览24个景点
湘西 5天4夜 跟团游,错峰出游季?全程四钻酒店丨纯玩无超市丨打卡芙蓉镇丨长沙+张家界天门山+玻璃桥+凤凰古城5日游丨赠大峡谷游船丨吃特色美食+火车票,1569,3777846261,1510,https://touch.dujia.qunar.com/p/item/3777846261?date=2023-12-09&amp;tuId=PID3777846261T321775637&amp;order_source=tts_tuan,建议至少在前1天的21:59分前预订,"张家界,湘西,武陵源区,天门山,凤凰古城,鬼谷栈道,通天大道,沱江跳岩,张家界大峡谷,永定区,永顺县,天门山玻璃栈道,云天渡玻璃桥,北门城楼,万名塔,天门山索道,天门洞",汽车去,汽车去,湖南省凌远国际旅行社有限公司,凌远国旅官方旗舰店,1晚舒适型住宿; 3晚高档型住宿,全程游览21个景点
湘西 5天4夜 跟团游,错峰出游季?全程四钻酒店丨纯玩无超市丨打卡芙蓉镇丨长沙+张家界天门山+玻璃桥+凤凰古城5日游丨赠大峡谷游船丨吃特色美食+机票,1567,3777846261,2038,https://touch.dujia.qunar.com/p/item/3777846261?date=2024-01-16&amp;tuId=PID3777846261G2781793050&amp;order_source=tts_tuan,建议至少在前1天的21:59分前预订,"张家界,湘西,武陵源区,天门山,凤凰古城,鬼谷栈道,通天大道,沱江跳岩,张家界大峡谷,永定区,永顺县,天门山玻璃栈道,云天渡玻璃桥,北门城楼,万名塔,天门山索道,天门洞",汽车去,汽车去,湖南省凌远国际旅行社有限公司,凌远国旅官方旗舰店,1晚舒适型住宿; 3晚高档型住宿,全程游览21个景点
杭州 5天4夜 跟团游,全国出发夜游轻奢 华东五市+三大王牌水乡+牛首山祈福鼋头渚五日跟团游+机票,0,3367179403,2337,https://touch.dujia.qunar.com/p/item/3367179403?date=2023-12-21&amp;tuId=PID3367179403G3043596917&amp;order_source=tts_tuan,建议至少在前1天的23:59分前预订,"杭州,杭州",自理去,自理去,宝龙国际旅行社有限公司西海岸分公司,宝龙国际旗舰店,1晚经济型住宿; 1晚舒适型住宿; 2晚高档型住宿,全程游览11个景点
丽江 5天4夜 跟团游,悦享?甄选小团直飞丽江+大理豪华纯玩5日游：玉龙雪山+大游轮+吉普旅拍+机票,0,626719612,4811,https://touch.dujia.qunar.com/p/item/626719612?date=2024-01-01&amp;tuId=PID626719612G2598840553&amp;order_source=tts_tuan,建议至少在前1天的22:00分前预订,"玉龙雪山,玉龙雪山索道,冰川公园,大理,大理古城,蓝月谷,甘海子,洱海,洱海游船,双廊,云南,丽江",汽车去,汽车去,广安云游旅行社有限公司,悦享旅行官方旗舰店,4晚高档型住宿,全程游览18个景点
丽江 5天4夜 跟团游,悦享?小团直飞丽江+大理纯玩5日游：玉龙雪山+蓝月谷+大游轮+吉普旅拍+机票,0,3109482875,4860,https://touch.dujia.qunar.com/p/item/3109482875?date=2023-12-17&amp;tuId=PID3109482875G2321967892&amp;order_source=tts_tuan,建议至少在前1天的22:00分前预订,"玉龙雪山,玉龙雪山索道,冰川公园,大理,大理古城,蓝月谷,甘海子,洱海,洱海游船,双廊,云南,丽江",汽车去,汽车去,广安云游旅行社有限公司,悦享旅行官方旗舰店,4晚舒适型住宿,全程游览17个景点
丽江 10天9夜 跟团游,高品纯玩?云南全景2+1头等舱丨一价全含一线海景+五星温泉丨洱海雪山+野象谷+泸沽湖+印象丽江丨换装旅拍丨昆大丽泸版+火车票,0,495383397,6044,https://touch.dujia.qunar.com/p/item/495383397?date=2023-12-09&amp;tuId=PID495383397T3063321382&amp;order_source=tts_tuan,建议至少在前2天的17:30分前预订,"玉龙雪山,冰川公园,蓝月谷,洱海游船,洱海,丽江古城,四方街,丽江,丽江,云南,大理,昆明,楚雄,石林,阿诗玛化身石,玉龙雪山,蓝月谷,束河,甘海子,大理古城,洋人街,四方街,丽江古城,西双版纳,原始森林,泸沽湖,宁蒗县,傣族村寨,草海,草海走婚桥,里格半岛",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,1晚经济型住宿; 1晚舒适型住宿; 6晚高档型住宿; 1晚豪华型住宿,全程游览33个景点
丽江 10天9夜 跟团游,高品纯玩?云南全景2+1头等舱丨一价全含一线海景+五星温泉丨洱海雪山+野象谷+泸沽湖+印象丽江丨换装旅拍丨昆大丽泸版+机票,0,495383397,6118,https://touch.dujia.qunar.com/p/item/495383397?date=2023-12-09&amp;tuId=PID495383397G2046947379&amp;order_source=tts_tuan,建议至少在前2天的17:30分前预订,"玉龙雪山,冰川公园,蓝月谷,洱海游船,洱海,丽江古城,四方街,丽江,丽江,云南,大理,昆明,楚雄,石林,阿诗玛化身石,玉龙雪山,蓝月谷,束河,甘海子,大理古城,洋人街,四方街,丽江古城,西双版纳,原始森林,泸沽湖,宁蒗县,傣族村寨,草海,草海走婚桥,里格半岛",汽车去,汽车去,西双版纳云景旅行社有限公司,说走就走国际旅行网,1晚经济型住宿; 1晚舒适型住宿; 6晚高档型住宿; 1晚豪华型住宿,全程游览33个景点
